Mod:Item:MetaData, Localized Name
harvestcraft:cherryslushieitem, Вишневый коктейль
harvestcraft:pambitsboxitem, Pam Bits Box
harvestcraft:stuffedchilipeppersitem, Фаршированные перцы чили
harvestcraft:slimegummiesitem, Слизневые жвачки
harvestcraft:chocolatepuddingitem, Шоколадный пуддинг
harvestcraft:bbqchickenpizzaitem, Куриная пицца для барбекю
harvestcraft:quesadillaitem, Кесадилья
harvestcraft:bibimbapitem, Пибимпап
harvestcraft:shrimpcocktailitem, Коктейль из креветок
harvestcraft:nopalessaladitem, Салат Нопалес
harvestcraft:meringueitem, Меренга
harvestcraft:applesnowitem, Яблочный снег
harvestcraft:bakedalaskaitem, Запеченная Аляска
harvestcraft:berrymeringuenestitem, Ягодное безе Гнездо
harvestcraft:etonmessitem, Итонский беспорядок
harvestcraft:meringuebombeitem, Безе Бомбе
harvestcraft:meringuebrownieitem, Безе Пирожное
harvestcraft:meringuecookieitem, Печенье Безе
harvestcraft:meringuerouladeitem, Безе Рулет
harvestcraft:merveilleuxitem, Безе Мервейе
harvestcraft:bbqjackfruititem, Барбекю джекфрут
harvestcraft:mushroomketchupomeletitem, Омлет с грибным кетчупом
harvestcraft:mushroomketchupitem, Грибной кетчуп
harvestcraft:lycheeteaitem, Чай личи
harvestcraft:baconwrappedchiliitem, Бекон обернутый в чили
harvestcraft:seedenergygelitem, Семя энергетического геля
harvestcraft:chickencordonbleuitem, Кордон блю
harvestcraft:sundayhighteaitem, Воскресный полдник
harvestcraft:cucumbersandwichitem, Сэндвич с огурцом 
harvestcraft:dandelionsaladitem, Салат из одуванчиков
harvestcraft:peanutsoupitem, Суп из арахиса
harvestcraft:vanillaconchasbreaditem, Ванильный хлеб Кончас
harvestcraft:chocolatecoconutbaritem, Шоколадно-кокосовый батончик
harvestcraft:strawberrysouffleitem, Клубничное суфле
harvestcraft:gyudonitem, Гюдон
harvestcraft:shrimptemperaitem, Креветки Темпура
harvestcraft:imagawayakiitem, Имагаваяки
harvestcraft:mochicakeitem, Торт Моти
harvestcraft:mochidessertitem, Десерт Моти
harvestcraft:taiyakiitem, Тайяки
harvestcraft:salmononigiriitem, Онигири с лососем 
harvestcraft:tunaonigiriitem, Онигири с тунцом
harvestcraft:friedbolognasandwichitem, Жареный Болонский сэндвич
harvestcraft:bolognasandwichitem, Болонский сэндвич
harvestcraft:ricepuddingitem, Рисовый пудинг
harvestcraft:musubiitem, Мусуби
harvestcraft:imitationcrabsticksitem, Имитация крабовых палочек
harvestcraft:misopasteitem, Паста Мисо
harvestcraft:dandelionteaitem, Чай с одуванчиком
harvestcraft:gravlaxitem, Граавилохи
harvestcraft:cheesedanishitem, Датский сыр
harvestcraft:schnitzelitem, Шницель
harvestcraft:bolognaitem, Болонья
harvestcraft:raspberrymilkshakeitem, Малиновый молочный коктейль
harvestcraft:pumpkinspicelatteitem, Тыквенный пряный латте
harvestcraft:rootbeerfloatitem, Пиво с плавающим корнем
harvestcraft:hotcocoaitem, Горячий какао
harvestcraft:cinnamonbreaditem, Хлеб с корицей
harvestcraft:cornchipsitem, Кукурузные чипсы
harvestcraft:marshmellowchicksitem, Зефир Цыплята
harvestcraft:pizzasliceitem, Кусок пиццы
harvestcraft:groundbeefitem, Говяжий фарш
harvestcraft:groundchickenitem, Фарш цыплёнка
harvestcraft:groundduckitem, Фарш утки
harvestcraft:groundfishitem, Рыбный фарш
harvestcraft:groundmuttonitem, Фарш из баранины
harvestcraft:groundporkitem, Свиной фарш
harvestcraft:groundrabbititem, Фарш из кролика
harvestcraft:groundturkeyitem, Индюшачий фарш
harvestcraft:groundvenisonitem, Фарш из оленины
harvestcraft:rawtofeakitem, Сырой тофу с грибами
harvestcraft:rawtofaconitem, Сырой сладкий тофу
harvestcraft:rawtofeegitem, Сырой тофу
harvestcraft:rawtofuttonitem, Сырой тофу с картофелем
harvestcraft:rawtofickenitem, Сырой тофу со специями
harvestcraft:rawtofabbititem, Сырой тофу с морковью
harvestcraft:rawtofurkeyitem, Сырой тофу с хлебом
harvestcraft:rawtofenisonitem, Сырой тофу с орехом
harvestcraft:rawtofuduckitem, Сырой тофу с водорослями
harvestcraft:cookedtofeakitem, Жареный тофу с грибами
harvestcraft:cookedtofaconitem, Жареный сладкий тофу
harvestcraft:cookedtofishitem, Жареный тофу с рыбой
harvestcraft:cookedtofeegitem, Жареный тофу
harvestcraft:cookedtofuttonitem, Жареный тофу с картофелем
harvestcraft:cookedtofickenitem, Жареный тофу со специями
harvestcraft:cookedtofabbititem, Жареный тофу с морковью
harvestcraft:cookedtofurkeyitem, Жареный тофу с хлебом
harvestcraft:cookedtofenisonitem, Жареный тофу с орехом
harvestcraft:cookedtofuduckitem, Жареный тофу с водорослями
harvestcraft:carrotcakeitem, Морковный пирог
harvestcraft:holidaycakeitem, Праздничный торт
harvestcraft:pumpkincheesecakeitem, Тыквенный чизкейк
harvestcraft:pavlovaitem, Торт Павлова
harvestcraft:lamingtonitem, Ламингтон
harvestcraft:cheesecakeitem, Чизкейк
harvestcraft:cherrycheesecakeitem, Вишнёвый чизкейк
harvestcraft:pineappleupsidedowncakeitem, Ананасовый перевёрнутый торт
harvestcraft:chocolatesprinklecakeitem, Торт, посыпанный шоколадом
harvestcraft:redvelvetcakeitem, Красный бархатный торт
harvestcraft:baconcheeseburgeritem, Чизбургер с беконом
harvestcraft:deluxecheeseburgeritem, Роскошный чизбургер
harvestcraft:beansontoastitem, Бобы на тосте
harvestcraft:meatpieitem, Мясной пирог
harvestcraft:chikorollitem, Ролл "Чико"
harvestcraft:spinachpieitem, Пирог со шпинатом
harvestcraft:coleslawburgeritem, Салат бургер
harvestcraft:hotandsoursoupitem, Горячий и кислый суп
harvestcraft:patreonpieitem, Сладкий рулет
harvestcraft:chilidogitem, Острый хот-дог
harvestcraft:tunafishsandwichitem, Сендвич с тунцом
harvestcraft:clamchowderitem, Похлебка из моллюсков
harvestcraft:breakfastburritoitem, Буррито на завтрак
harvestcraft:chipsandsalsaitem, Чипсы с сальсой
harvestcraft:crawfishetoufeeitem, Лангусты Этуффе
harvestcraft:saucedlambkebabitem, Люля-кебаб
harvestcraft:cantonesenoodlesitem, Кантонская лапша
harvestcraft:dangoitem, Данго
harvestcraft:takoyakiitem, Такояки
harvestcraft:groiledcheesesandwichitem, Сэндвич с сыром гроилед
harvestcraft:cheesesteakitem, Чизстейк
harvestcraft:swedishmeatballsitem, Шведские фрикадельки
harvestcraft:buttertartitem, Пирог с маслом
harvestcraft:battenbergitem, Баттенберг
harvestcraft:slawdogitem, Шинкованный капустный дог
harvestcraft:rivermudcakeitem, Речной грязевой пирог
harvestcraft:fruitcakeitem, Фруктовый торт
harvestcraft:springfieldcashewchickenitem, Спрингфилд кешью курица
harvestcraft:enchiladaitem, Энчилада
harvestcraft:pizzaitem, Пицца
harvestcraft:onionsoupitem, Луковый суп
harvestcraft:baconmushroomburgeritem, Бургер с беконом и грибами
harvestcraft:toadintheholeitem, Жаба в дыре
harvestcraft:homestylelunchitem, Домашний обед
harvestcraft:montecristosandwichitem, Сэндвич "Монте-Кристо"
harvestcraft:mobsoupitem, Суп из моба
harvestcraft:randomtacoitem, Случайный тако
harvestcraft:hamsweetpicklesandwichitem, Ветчина и сладкий соленый сэндвич
harvestcraft:toastedwesternitem, Поджареный "Запад"
harvestcraft:eggsbenedictitem, Яйца Бенедикт
harvestcraft:glisteningsaladitem, Блестящий салат
harvestcraft:meatloafsandwichitem, Сэндвич с мясным рулетом
harvestcraft:mashedpotatoeschickenbiscuititem, Картофельное пюре и куриное печенье
harvestcraft:cassouletitem, Кассуле
harvestcraft:bratwurstitem, Братвурст
harvestcraft:chickenbiscuititem, Куриное печенье
harvestcraft:epicbltitem, Эпический сэндвич
harvestcraft:kohlundpinkelitem, Капуста и пинкель
harvestcraft:beetburgeritem, Свекольный бутерброд
harvestcraft:anchovypepperonipizzaitem, Пицца с анчоусом и пепперони
harvestcraft:spaghettidinneritem, Спагетти на ужин
harvestcraft:gumboitem, Гумбо
harvestcraft:jambalayaitem, Джамбалая
harvestcraft:supremepizzaitem, Пицца "Суприм"
harvestcraft:bbqplatteritem, Комбо блюдо
harvestcraft:chickenandwafflesitem, Курица и вафли
harvestcraft:gourmetporkburgeritem, Изысканный бургер из свинины
harvestcraft:bbqchickenbiscuititem, Барбекю куриное печенье
harvestcraft:delightedmealitem, Восхищающая еда
harvestcraft:heartybreakfastitem, Плотный завтрак
harvestcraft:mcpamitem, МакПэм
harvestcraft:deluxenachoesitem, Делюкс начос
harvestcraft:gourmetmuttonburgeritem, Изысканный бургер из баранины
harvestcraft:netherstartoastitem, Адская звезда на тосте
harvestcraft:paradiseburgeritem, Райский бургер
harvestcraft:chimichangaitem, Чимичанга
harvestcraft:salisburysteakitem, Солсбери стейк
harvestcraft:ploughmanslunchitem, Обед плумана
harvestcraft:cornedbeefhashitem, Рубленная солонина
harvestcraft:bentoboxitem, Коробка Бенто
harvestcraft:friedfeastitem, Жареный пир
harvestcraft:timpanoitem, Тимпано
harvestcraft:deluxechickencurryitem, Делюкс куриный карри
harvestcraft:weekendpicnicitem, Выходной пикник
harvestcraft:gourmetbeefburgeritem, изысканный бургер из говядины
harvestcraft:southernstylebreakfastitem, Завтрак в южном стиле
harvestcraft:meatfeastpizzaitem, Мясо праздничной пиццы
harvestcraft:thankfuldinneritem, Ужин благодарения
